nbeval fitness
10000 44509.0
10000 44488.0
10000 44319.0
10000 43838.0
10000 44345.0
10000 44696.0
10000 44078.0
10000 44438.0
10000 44448.0
10000 44344.0
10000 44547.0
10000 44206.0
10000 44349.0
10000 44219.0
10000 44253.0
10000 43932.0
10000 44409.0
10000 44277.0
10000 44581.0
10000 44397.0
10000 44409.0
10000 44321.0
10000 44292.0
10000 44325.0
10000 44184.0
10000 44767.0
10000 43867.0
10000 44651.0
10000 44584.0
10000 44583.0
10000 44258.0
10000 44645.0
10000 44503.0
10000 44436.0
10000 44141.0
10000 44187.0
